Zip_Code,State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
38053,TN,115070,117735,120207,123412,122472,127530,133403,129620,118339,115520,111441,106253,108335,112230,115208,120934,126805,133646,143245,154574,173210,200530,228429,232253,238018,238152
38057,TN,95785,98617,102749,108186,113777,114888,120187,126023,125922,121167,120455,118052,123661,130212,140987,147189,158010,164654,176806,194346,214442,242226,258448,267616,275316,280532
38058,TN,95627,98710,101753,104316,105934,112087,119726,120588,123505,121338,121707,119360,126577,131098,133237,140154,146129,152816,163553,178399,194780,229529,253029,267337,277061,279971
38059,TN,91379,94134,95892,88788,88878,96836,101950,102565,100238,95587,93904,91721,93488,96294,101450,108630,113135,113855,120871,133640,140162,159457,165401,178629,187901,186811
38060,TN,144812,150482,154563,159232,166449,168256,176795,181020,180211,172859,170048,166309,168154,177773,184705,190369,196200,206530,221118,238556,262645,309952,345102,348740,352467,351533
38061,TN,,,,,,,,,,,,,,,,,,,,,,,148677,162147,174080,170000
38063,TN,53462,54640,56490,58483,61250,65951,69752,71460,70429,67016,65718,64047,65394,68994,69332,71251,77106,78641,79568,89414,105447,124621,136154,139997,134306,129837
38066,TN,190738,197991,202968,207533,217841,220138,233614,243408,243387,231888,229404,223471,234166,242629,253435,268541,282831,293718,318935,340129,370041,427371,465862,482646,496210,506207
38067,TN,47121,49387,52454,54066,57309,63997,67702,70971,71493,69109,69320,68578,69391,68673,66868,64602,69873,70695,74111,80394,87409,105582,110990,118777,127815,130630
38068,TN,100793,106673,109918,113257,119973,122521,129836,135874,135138,129586,127433,124677,128528,135029,145222,153994,161582,167929,179663,196800,214428,245147,261775,277757,284625,294470
38069,TN,67124,69000,70641,71204,76973,78526,86203,89546,89359,87028,86472,84825,87141,88749,91228,97504,103841,104941,111295,124399,135671,158015,159827,169580,173727,175049
38075,TN,69149,70819,72859,73392,78956,85928,92057,94071,91794,88510,86834,85217,86429,84564,87167,91682,97847,103698,100991,110176,117536,143294,145718,164066,170059,164319
38076,TN,,,,,,,,,,,,,,,,,,,,,,,306076,316177,331294,345069
38079,TN,58655,59229,61034,61541,63720,69884,74698,75148,73742,70277,69432,67217,65032,68448,64963,73082,74599,74992,77592,84190,91735,98963,100022,108511,106829,110324
38080,TN,60456,61461,62692,64433,65971,69647,73647,75229,73595,69680,68758,67448,65464,65902,65846,72976,74571,70596,74934,80793,84716,98666,99296,106343,110424,110901
38103,TN,189443,193643,198361,211294,224632,246037,258478,251675,228075,220023,214626,204606,210351,223223,230794,238040,250284,268100,285311,299514,323404,362443,387816,385868,379954,359109
38104,TN,121989,126037,134767,139981,149300,158076,166975,165686,152752,150095,144991,140653,145236,154068,160284,171327,189857,205968,220821,229442,256404,286269,296053,291794,283527,275041
38105,TN,144980,148193,129002,119479,89574,91442,77847,74129,57044,45907,33377,31376,30456,32825,34832,35064,33191,38370,39864,44796,59320,87791,106773,104102,114388,102516
38106,TN,49610,49292,48339,48465,49124,50426,52443,47048,34187,31457,20110,20135,17699,19491,21334,21629,22581,27998,30914,32895,42633,54427,58700,53901,63466,60984
38107,TN,88788,89152,84679,83148,84707,91926,95812,89887,69735,51603,39376,36578,38170,41784,44071,45024,47801,52069,58672,65816,81111,99286,118290,106061,114374,107774
38108,TN,60983,57058,51777,53167,52479,55355,55110,51396,40231,32363,24603,24792,23507,25143,28141,28877,29404,33267,38870,40878,53174,66405,75571,67790,79048,72023
38109,TN,71465,72426,73262,72431,72167,76521,78025,73788,56385,46000,37515,29963,31650,32721,38428,37554,39845,49652,56738,60722,72632,85265,98640,86438,96767,93088
38111,TN,93605,96325,95606,98473,98901,101713,103974,98877,85166,72511,69713,62738,59842,63290,65559,67749,66887,75532,85646,90160,107708,128793,145023,134790,133849,129647
38112,TN,115406,115142,109410,111297,96323,107538,107072,101839,83379,66512,61987,51587,52718,59762,60092,63114,66968,75314,78019,82306,102392,128170,140380,133538,136440,125677
38114,TN,60135,58995,57220,53246,52665,54163,54461,51936,37729,32789,23581,20222,23981,26958,29673,29503,30467,34305,39971,43808,60541,74975,84714,74375,81194,73070
38115,TN,77961,79372,80559,83346,85177,89175,92200,87661,73070,63689,61693,58907,61988,67864,76836,82611,87270,97788,108827,118423,136089,159306,182794,171216,173313,168350
38116,TN,82063,86483,87695,89998,93209,98333,101898,98635,84861,74500,70734,64146,66382,71171,77835,80891,86233,94942,103843,112057,129027,145864,168465,154869,158355,158536
38117,TN,122329,125000,128048,133037,139189,146030,151264,152164,140742,136391,133066,128142,132807,139259,142398,149115,157444,171722,185330,197168,226141,254027,274997,271071,267619,262792
38118,TN,70852,72621,73689,74250,75426,79168,81482,76951,63083,49880,49125,44685,45234,49894,56220,56063,61450,69383,78750,85238,99826,116448,132774,119227,125633,123617
38119,TN,166430,169337,169262,173038,177764,181939,187040,184992,165272,156513,150458,144200,148175,154280,157411,164646,172964,187068,199512,214621,242671,282535,309938,305426,300899,299548
38120,TN,211448,216683,220940,227188,239222,249695,258566,260672,238403,230845,227275,224797,234013,248656,254140,263487,276090,293405,311069,324138,355814,399956,427424,429825,425041,427009
38122,TN,68683,70164,70774,71356,71947,73569,76589,73572,64394,54942,52239,47237,42335,45788,49374,53149,55324,62629,71023,75015,88676,111639,127759,121475,126180,123330
38125,TN,148166,149926,152096,155211,158762,164047,168623,162562,138266,128826,124607,117608,122024,128647,136013,141200,147404,158063,171802,184311,207799,250350,279859,276610,278506,274971
38126,TN,34270,29219,33411,41235,42855,45280,50594,43419,30377,28037,17321,18446,16923,18540,19462,21170,20720,27245,28812,30512,41747,54004,60463,57761,66328,70334
38127,TN,66905,68029,67643,67215,66392,70007,71289,66756,53653,39316,33370,29644,31974,32640,37023,37859,39883,45335,53990,59274,71047,87666,97843,87045,95045,92379
38128,TN,71794,73465,74526,77242,78649,80829,83517,80702,69658,58866,56124,48891,51616,58076,64431,69290,72496,79252,89321,96106,110201,129818,148224,142695,148963,149218
38133,TN,133024,134511,135791,137838,139838,143996,148565,146301,132820,126162,121826,116326,118656,124554,130035,136044,143398,154703,166331,179357,201103,238920,270960,266919,267233,265231
38134,TN,102710,106402,107566,109707,112692,115942,120330,119041,107175,100639,96126,90587,93930,97797,103965,108606,114977,126313,137681,148934,169356,197683,227763,223529,224876,223105
38135,TN,144221,145965,147049,150986,153799,158725,164038,161938,148458,142547,138742,133512,135919,141554,147268,153118,161689,173960,187135,201503,225548,266918,299993,299259,300347,298614
38138,TN,208691,211723,211450,220243,227828,236997,247643,250764,234512,227327,222274,217961,229847,239081,244036,256323,267559,284286,299433,317263,348432,393250,429432,436048,437184,435590
38139,TN,304397,304984,311503,321606,331457,345177,362651,363130,335736,326241,320887,312163,327784,338841,347188,359433,369625,386444,408308,424464,459875,520471,561758,577386,586475,584210
38141,TN,92374,93651,94458,96617,99775,104547,108135,103357,86874,75196,73963,69912,74131,80605,88893,92927,99990,106976,120982,128387,146303,172773,199545,192640,194738,189532
38201,TN,81798,85034,86999,88782,91006,97355,102302,102059,101924,97256,95638,93631,95476,96969,99398,102472,103591,109271,112991,125422,132679,162995,172010,179467,183780,184933
38220,TN,70469,75251,76944,81600,85879,91295,97079,94623,94095,90042,89191,85794,86127,88116,87852,91215,89625,94000,95259,109920,113505,135876,139888,142452,143207,143072
38221,TN,,,,,,,,,,78542,78965,76778,78133,79032,85336,90669,93651,97261,101656,117887,132701,159441,164371,171235,176314,175408
38222,TN,88970,94375,96415,97145,100794,107938,112244,117986,120451,115782,116381,114724,121324,127188,132665,137738,148316,151499,157913,171173,184272,223827,240302,250904,260972,277162
38224,TN,,,,,,,,,,,,,,,,,,,,,,,238156,244860,255291,256551
38225,TN,71953,76469,77297,80018,78706,84040,85290,87391,87124,83700,82613,81581,79810,86071,84552,86793,88002,93062,92182,99930,109854,131348,142455,151807,157623,170795
38226,TN,,,,,,,,,,,,,,,,,,,,,,,156512,154667,169955,191116
38229,TN,70204,70812,71509,74224,74152,78376,79720,81808,82517,78932,77965,77872,77766,79518,78564,82511,85300,86673,83612,93698,98211,114989,126472,134451,142121,150355
38230,TN,62125,64601,66169,67709,66661,70828,71279,73505,74091,71220,70016,69219,69932,74120,71354,72883,74882,78180,80174,86804,94728,114176,123326,135687,141973,151237
38231,TN,65890,71012,74044,76865,79186,84499,87369,91675,92032,87406,85640,83366,84388,86435,90568,93798,102659,107742,111244,124944,133681,158523,170107,177678,180972,185196
38232,TN,70071,72016,75239,72457,74517,78674,81344,82614,80900,77618,76869,75951,76034,81644,83268,88414,92267,94678,96188,100185,106862,128587,136651,143622,149037,157951
38233,TN,68806,74083,76699,75732,76645,78975,81158,86726,87579,82938,82232,80336,78495,77882,80807,86171,90327,88238,93141,102643,107878,130534,130741,133578,140029,142553
38236,TN,,,,,,,,,,,,,,,,,,,,,,,207247,216918,220029,233436
38237,TN,91639,95242,96466,99076,97599,103322,104459,106602,106487,101778,100315,98557,98580,102349,105135,107815,110433,115749,116748,126509,136315,161784,180422,189090,200092,210715
38240,TN,73476,77534,81852,79068,80423,83636,83405,84327,84078,80400,78620,76843,78782,81068,86188,91725,89633,90648,97347,104080,111878,133316,144501,148419,149366,148512
38241,TN,,,,,,,,,,,,,,,,,,,,,,,161892,166400,176361,191466
38242,TN,89695,92220,93406,93137,94118,99362,101794,105780,106018,100919,99335,97036,100119,101292,104231,106484,113136,114999,118001,127455,139207,163898,179612,187584,196062,204230
38251,TN,71032,74522,76625,76580,79835,85884,89401,93273,93879,91092,90373,89319,90092,91498,94772,99095,107090,111744,114904,126297,136988,160161,177592,184124,191557,196485
38253,TN,,,,,,,,,,,,,,,,,,,,132250,140824,162042,164243,171697,183601,188511
38255,TN,62899,63679,66535,68679,68072,70582,71494,73553,74210,71469,72055,72130,72986,74742,74250,77640,79627,81574,81861,94378,100429,114620,127478,133885,142094,149552
38256,TN,72581,76658,78290,78345,80229,84998,87536,91935,93321,88507,87738,85229,87300,90657,93773,97661,104884,109671,114485,123785,133648,161195,174573,179483,180627,189525
38257,TN,73595,76571,77902,74962,76992,78129,78953,80511,80074,75016,72481,70552,70701,71028,72924,73821,79398,81927,84830,92696,99776,121109,128919,139430,146395,149346
38258,TN,69452,69007,72352,75156,79591,83461,87025,85138,85375,81246,79757,78221,78330,79543,84049,83284,80856,80779,81877,96897,96638,121946,135280,137864,134810,129564
38259,TN,,,,,,,,,,,,,,,,,,,,,,,111568,122070,118780,101811
38260,TN,81162,83521,86231,83662,85957,88143,90276,92424,90759,86469,85703,83148,85470,88359,90462,97325,102660,102957,104794,109445,116534,138341,145663,150903,158740,165468
38261,TN,86445,90486,92696,,91279,93751,95153,96775,93982,89256,86369,83657,83142,85682,87358,91126,95718,97285,98590,106518,112414,134614,143438,149057,152760,158731
38301,TN,83096,84299,85046,85331,85728,91010,93229,91126,84321,83141,81104,76019,75781,74924,74001,76892,76266,80923,83520,96696,105468,135412,138611,136256,136867,132729
38305,TN,140717,140627,141385,142996,146187,153511,159419,159744,154490,151504,142920,134365,136337,139333,139531,143107,146144,152674,161575,174755,190886,234075,263194,270228,276245,272774
38310,TN,62041,64865,68615,70962,73991,77207,85631,87793,88483,84778,83815,82128,83573,87211,88565,97120,103178,107731,111352,120103,130524,155439,166572,175637,178139,178067
38311,TN,67065,65131,63871,65755,70123,80681,85923,88831,93131,96093,97888,95483,96865,100296,105843,113301,116146,116548,127028,146411,165697,193488,205098,208486,213413,216949
38313,TN,95886,96186,101979,98029,108540,113248,120792,117125,116451,115863,108710,103996,105001,105982,109668,119232,126445,136121,136441,151983,162470,189814,203694,209144,216227,211468
38315,TN,48449,50161,51206,53379,57372,60908,68269,70765,71324,69036,67902,66159,67283,67813,70835,77743,82428,85874,90785,102374,109259,132059,138863,140668,142063,144524
38316,TN,55432,58193,60583,58904,61269,68744,78237,82180,82583,79368,78668,76492,78391,78382,82447,83669,87651,91729,101562,110381,115536,140642,147065,148968,157117,171015
38317,TN,62176,66962,68687,70975,74001,77877,81402,79249,79834,76512,75779,73071,73519,75268,78036,79059,81620,85115,86297,95138,100245,121738,136959,142956,144142,144498
38318,TN,,,,,,,,,,,,,,,,,,,,,,,196204,201846,211458,220193
38320,TN,,,,,,,,,,81534,79957,78467,78219,80938,83509,86624,90856,93768,97926,113187,125247,148708,162483,172138,175531,183015
38321,TN,63757,65953,69587,72013,76025,81184,90580,91650,90203,88267,88451,86726,88763,92106,96867,99872,105639,113369,114661,130205,136010,164924,172104,179203,184299,186118
38326,TN,92662,97530,101212,105228,108984,115112,128775,134044,135671,131085,131239,130907,134010,135637,141614,144006,150953,157463,167160,176391,189822,230996,257991,264864,276933,280186
38327,TN,,,,,,,,,,,,,,,,,,,,,,,157730,162856,162091,140230
38328,TN,,,,,,,,,,,,,,,,,,,,,,,174244,178826,191738,208138
38329,TN,64896,66941,67831,67963,70066,77557,84537,86959,89415,86722,86561,84988,85208,85632,89920,95148,97119,98150,104550,121132,135500,158263,161623,162579,164408,164630
38330,TN,80826,84265,86211,83294,84964,90789,96713,94289,90258,86097,84554,82816,82056,78075,81836,86628,89217,88042,94571,106937,112796,144912,141709,151742,149287,146575
38332,TN,,,,,,,,,,,,,,,,,,,92270,103732,112691,121681,126484,123243,121494,114582
38333,TN,,,,,,,,,,,,,,,,,,,,,,,164806,167055,169862,160004
38334,TN,63288,66205,68025,71513,76253,80480,86828,89108,88991,84551,82232,79595,80610,82395,87811,93475,96695,100529,104624,120313,128164,154272,160862,160266,163385,161790
38337,TN,72369,78176,80629,82747,87102,94891,101467,106436,105520,101588,98900,96050,97137,96513,100728,106543,109162,109496,114201,128976,138814,167330,174582,183893,188202,194147
38339,TN,,,,,,,,,,,,,,,,,,,,,,,159266,168378,169898,170377
38340,TN,74590,79185,81373,84008,87983,94119,99510,101934,101129,97336,95157,93842,93547,96401,98699,103171,109510,113942,117372,132923,142954,167043,174917,176158,177462,172437
38341,TN,55463,51203,55503,63781,65276,66812,77813,81797,85285,78304,76743,75044,75488,76611,81510,89670,93752,98166,101642,117531,132159,149500,155299,160968,162290,161247
38342,TN,61385,66114,66100,70218,71978,77000,82309,80877,81546,78217,78377,76555,76999,76052,79528,80502,81024,87594,89094,99722,103926,129990,132917,138401,138944,150276
38343,TN,88827,92060,94079,92263,94368,99091,105336,101990,98678,94092,91877,88603,87013,86494,91001,95319,96004,96978,103147,118167,126592,157271,167572,176146,179173,180554
38344,TN,83048,86110,90159,92754,95438,102364,108760,106731,104975,100368,98740,96246,98064,98110,103038,104541,108586,115445,118404,132989,140872,169459,184498,191796,192950,189306
38345,TN,64094,66915,67556,69763,73647,79524,84681,87720,85745,84748,84532,83906,85784,89029,90939,93639,101122,105765,108476,124673,136493,159537,172734,181802,198068,213536
38347,TN,,,,,,,,,,,,,,,,,,,,,,,,134830,138938,144117
38348,TN,,,,,,,,,,,,,,,,,,,,,,,168187,178403,188187,186452
38351,TN,72039,74548,76170,78114,81667,87698,93141,94982,93691,89695,87827,86090,91101,91745,93538,98600,105694,109129,114272,127850,140085,166672,177275,184310,193539,206333
38352,TN,68985,71877,70650,72363,76851,83888,90024,94975,93968,89614,87645,86774,90230,90867,94429,97640,103230,109396,114000,128603,135056,145877,147182,147191,152911,158217
38355,TN,132715,132182,136632,137181,142203,153565,162665,166271,164591,158474,156447,153087,153434,157407,162343,168632,173958,178815,185551,199030,213690,260928,292287,304871,315017,319294
38356,TN,78478,81601,90286,102727,98421,99275,107163,112120,110473,108215,101460,96903,96526,93841,99341,108856,115595,120941,122156,133568,146545,177990,188593,197527,200792,205383
38357,TN,60851,65461,67996,71973,74409,77756,87116,88688,89535,86490,86918,85460,86539,88112,93448,100574,107618,110862,112463,124912,136159,157220,171734,178527,182666,179738
38358,TN,89849,93375,94785,91792,94376,101686,105503,103706,101762,96208,94419,91656,90491,91185,94902,98795,101121,105202,110819,121289,127949,155471,164771,177732,181115,182167
38359,TN,,,,,,,,,,,,,,,,,,,,,,,129604,132668,133301,137529
38361,TN,48114,50303,51726,54520,56806,60550,68348,69251,71949,68776,71416,71461,74896,77078,80140,89314,93192,97924,99367,106188,117816,140996,154059,165389,178558,176313
38362,TN,97330,96276,94763,97299,100958,102562,107511,108341,105854,105554,97822,91694,91760,96300,98849,104897,106598,113482,118234,128831,141293,171353,191754,198429,205230,206160
38363,TN,50637,52099,53748,56060,59811,65308,70820,72825,73951,71459,70715,69187,71902,71845,74135,77848,84387,87554,90476,104143,114507,134688,142930,152763,155952,152191
38366,TN,80748,90694,93210,102662,102014,99817,105931,107994,107467,108140,103106,98542,97710,99002,99168,107599,112796,122161,121720,139115,153188,180037,186751,188908,188305,184318
38367,TN,53680,58975,58475,60099,64678,66139,73667,76690,76149,72789,72139,70643,71253,73727,77729,85481,93933,99256,99990,110461,119410,142057,154330,162049,163514,162095
38368,TN,49520,48418,50775,51917,56348,61010,66769,70535,70574,69417,67958,67869,71052,72726,75065,79438,84352,88210,90974,105881,115367,133590,136535,138254,142057,146357
38369,TN,63567,67478,70073,68148,69471,73464,76793,83114,84072,80013,78248,75412,77438,75598,81393,85041,87275,91211,94049,107040,112045,142377,139574,140858,144599,146313
38370,TN,,,,,,,,,,,,,,,,,,,,,,,104105,108632,122801,119976
38371,TN,45999,46758,47716,50425,54710,58273,65596,68986,70647,69288,67869,67987,70655,69795,69232,75791,82573,85450,87967,101862,110073,127851,130635,133232,146226,150027
38372,TN,66046,69993,72137,74442,76144,80205,89351,92467,92347,88711,88385,87362,86977,88936,91468,96748,101417,105009,109284,116241,128537,152490,167438,171947,188093,189728
38374,TN,57334,56811,57154,58970,62211,68276,72604,74252,76164,74165,74078,73973,78436,79220,81378,85090,91300,92599,95754,111591,122538,141261,142843,147026,154923,162593
38375,TN,53343,56338,57393,59015,61947,64519,71414,73598,73510,70488,68725,66893,66960,68452,72767,78098,83278,86987,89893,101074,108378,130037,138987,147373,149105,152398
38376,TN,,,,,,,,,,,,,,,,,,,,,,,139425,144226,154288,147487
38379,TN,56522,60877,63210,65128,69272,72147,80467,83049,84763,81832,80316,78272,80453,83253,90627,99478,105115,111990,116831,127001,139895,158688,169113,176657,178435,181819
38380,TN,63161,65869,67530,70864,74641,82638,89355,91744,93957,91828,90686,91354,91372,93883,96306,102875,109130,107358,112854,124044,139906,165425,164027,170287,169541,158899
38381,TN,57636,60812,62167,64975,65962,74481,82086,85057,85771,81213,79975,77850,79729,77494,79746,82176,86528,91330,96656,108995,115819,135367,143427,160722,177977,177246
38382,TN,89076,93365,95012,92063,95486,101678,105850,100110,97971,93542,91790,88800,85786,85187,90725,94744,100677,99522,102618,116815,121179,150960,158808,164277,165719,164073
38387,TN,,,,,,,,,,,,,,,,,,,,,,,235275,241098,248144,258102
38388,TN,48198,51492,55394,56734,61757,67517,72539,73081,73373,75091,80209,82373,87889,88912,92710,94371,101307,108829,110054,133257,142209,165798,168039,171613,186635,202129
38390,TN,,,,,,,,,,,,,,,,,,,,,,,207914,216377,221129,229156
38391,TN,,,,,,,,,,,,,,,,,,,,,,,189072,191632,182169,179297
38392,TN,,,,,,,,,,,,,,,,,,,,,,,177913,188316,187236,183585
38401,TN,107066,108337,111317,113036,118017,123653,131740,138291,134970,124893,122371,112904,121703,128794,136981,152251,169074,191842,208066,223749,249886,317878,354487,358444,362767,366835
38425,TN,53545,55461,60770,64808,69790,77050,85038,88850,88011,82701,83805,83817,86755,90545,91440,96895,101356,103610,104875,112054,122733,151803,162483,166425,169628,165732
38449,TN,85207,90699,93975,97251,102598,109579,110596,122393,121467,119095,119051,117045,115558,116929,118926,124322,133760,143365,149745,166529,183874,216349,240986,249026,252482,254738
38450,TN,46198,47664,49086,51731,53180,57950,62838,65309,65371,63108,63134,61777,64635,68075,70698,75124,79606,83158,84300,91008,97787,117445,121821,139096,143386,143987
38451,TN,105265,107144,113509,117848,123850,133509,142565,141873,143195,127034,125418,116203,130062,135876,145142,167507,181587,209482,217981,239770,272278,353689,387532,400688,415864,419741
38452,TN,,,,,,,,,,,,,,,,,,,,,,,201208,217913,222545,222100
38453,TN,,,,,,,,,,,,,,,,,,,,,,,320796,326849,331376,324447
38454,TN,,,,,,,,,,,,,,,,,,,,,,,,,263481,282355
38456,TN,72596,77698,84001,86436,89764,93681,96393,104310,105155,102618,101861,100086,101434,104767,113782,122504,132509,141339,148827,167863,186478,225105,239332,242197,249519,272114
38457,TN,,,,,,,,,,,,,,,,,,,,,,,205345,207553,210695,225340
38459,TN,,,,,,,,,,,,,,,,,,,,,,,292562,309201,313294,303163
38460,TN,65681,67200,69265,72733,76048,80320,78021,88272,87946,82919,80885,78831,82345,84075,88590,94375,100850,107494,116098,129338,142111,172895,194034,210239,215481,221809
38461,TN,90458,90792,104644,101230,109296,118725,132528,131640,130922,120984,118578,112292,122261,133350,139749,154067,166586,181254,192426,219805,257707,321915,348555,361723,363374,359063
38462,TN,72022,74343,75275,76881,79871,86317,92132,88689,87532,84061,82598,81923,81919,83724,87920,93846,101919,108592,120847,138903,159989,197810,212480,223110,226284,234038
38463,TN,45954,48596,50859,51974,56819,63296,68598,76863,76786,74459,76160,75631,80429,83045,85815,96475,104729,112953,111277,123750,136555,163111,172688,187935,192388,197835
38464,TN,82786,85108,87477,89447,89354,90587,92972,98213,97495,92462,90376,88477,90841,92681,98648,103860,113763,120551,128476,144780,160589,194270,210657,219667,224521,236020
38468,TN,76946,81484,84481,88579,88793,90381,93793,100029,98560,94107,93758,91561,97076,100713,111136,116070,130440,139129,140124,162431,181857,214639,235249,235384,239376,250775
38469,TN,73332,75908,78678,81199,82198,84791,86994,92053,91260,87018,86545,84161,86630,90048,99699,105033,110346,118432,125225,140255,158806,188637,208031,212653,217157,228482
38471,TN,,,,,,,,,,,,,,,,,,,,,,,175719,192400,199525,199089
38472,TN,88970,93488,98167,102185,106228,113609,111762,125186,125905,124100,123967,127176,127989,128928,133574,147126,156615,170152,181119,202260,228605,285987,297387,304368,322861,333849
38473,TN,57163,63667,67769,70668,75267,81275,79143,90607,90413,85087,84201,82204,82694,81170,87578,96105,101557,114145,114951,132784,147223,178210,198013,211240,216337,222301
38474,TN,72600,75032,79387,76282,83899,87054,88725,93354,94353,84522,82617,75970,85891,94553,97450,111194,126828,144260,155123,166893,197717,240398,264951,277495,278955,274341
38475,TN,,,,,,,,,,,,,,,,,,,,,,,153008,156053,170091,163003
38476,TN,109144,116406,122689,122413,131995,141600,145247,170919,171235,165698,164340,158301,170103,182770,192578,221837,251458,290632,303881,334828,380347,498386,528480,552910,570560,582226
38477,TN,71868,79599,82113,85164,91023,98210,94975,107718,106072,103033,103326,103276,106052,109678,113281,123370,125838,134254,139810,158799,171784,205461,222852,230632,237765,243118
38478,TN,77188,80804,82442,84801,88334,94631,91345,101987,101094,96944,95527,93846,93127,95994,100397,108583,114075,123374,134035,150236,161627,193168,219568,232119,240642,244766
38481,TN,,,,,,,,,,,,,,,,,,,,,,,165127,166749,162736,163050
38482,TN,85237,111883,118235,105462,126683,140946,144031,155157,150423,129795,131015,120970,138484,144857,156280,173908,193258,229491,234431,262328,288225,372824,417507,436559,455674,468468
38483,TN,77558,81473,83068,86984,88483,92906,97270,102862,103996,101521,99343,97284,98861,102657,116216,121323,134539,146793,153819,173995,198892,241591,268032,272080,274931,291283
38485,TN,46005,49565,52334,55929,58984,64317,69419,71182,72930,69834,69469,68841,73058,75690,77047,80385,84171,89430,90525,98601,109015,132647,145267,157222,167332,165065
38486,TN,,,,,,,,,,,,,,,,,,,,,,,194847,199831,201690,212405
38487,TN,90644,96272,109784,92125,113563,122538,119539,124274,125861,113218,113783,105723,117103,122437,133320,154704,175523,199495,200849,223153,257649,328678,358496,369628,384417,388948
38488,TN,90880,98885,99107,104003,109355,116435,125598,133476,135271,130836,132232,129159,133858,133207,137986,147218,164835,179965,186353,213392,235584,273792,279475,289345,288869,294365
38501,TN,104775,108326,108957,110813,116481,128340,137797,140791,138555,135382,133977,128166,129523,132917,137800,145169,153349,160713,172123,187789,203087,252046,278383,285716,292203,295107
38504,TN,,,,,,,,,,,,,,,,,,,,,,,225871,237858,260271,266011
38506,TN,116472,118790,119078,123315,130785,142077,152364,159175,156905,152815,151129,145384,147741,151012,154957,162317,170708,180628,194439,212998,231050,285932,315536,322770,329412,332054
38541,TN,70194,75599,77960,80200,85002,94318,102968,106526,99994,99158,96302,95601,100153,102269,102388,105526,121728,130413,140036,155583,172720,210317,222153,229846,239401,250659
38543,TN,,,,,,,,,,,,,,,,,,,,,,,188229,190592,207974,215485
38544,TN,94055,97550,93405,93233,103359,106833,118627,123188,118768,115754,115289,110689,114020,117786,122811,130357,141289,149646,163112,183252,200735,245938,268943,280938,290950,294034
38545,TN,51879,63915,65019,69280,76461,84837,95362,97909,97941,95831,96260,93943,95656,100323,102546,111583,118437,129459,138665,157812,171442,209181,216053,225183,237351,240830
38547,TN,86330,91924,96277,101629,107739,116505,115286,122651,127119,122054,121750,119630,123466,134088,139805,153183,170586,190611,209005,231673,247218,297625,315236,320901,329228,324929
38548,TN,,,,,,,,,,,,,,,,,,,,,,,251669,250267,266723,276327
38549,TN,74241,76414,79918,83504,89192,101086,107286,110925,110784,104498,101906,101227,101850,101388,105382,115481,116512,128391,136066,149163,162606,195413,201606,204281,230303,239717
38551,TN,51364,54939,60267,62748,66150,72523,78342,80493,80389,78041,77906,77474,76342,78098,80729,89916,94461,99651,105527,112482,129006,158908,165013,173093,184470,191872
38552,TN,,,,,,,,,,,,,,,,,,,,,,,244723,242748,251198,251790
38553,TN,63685,68214,69656,74042,79002,87638,94680,97004,99476,96751,95051,93358,90933,89684,98236,104265,116409,125142,134351,145924,163483,202859,221332,235703,257403,259006
38554,TN,54988,54963,51140,50887,64457,77636,85299,89508,94043,89832,86738,84209,86366,89830,88855,93114,101735,110198,116779,132320,146843,178204,176832,180503,185176,192814
38555,TN,88994,90976,91451,96791,101664,111812,127853,130624,128962,127760,126038,118579,112361,111989,117588,127116,133713,136615,147712,161649,178874,222987,250028,272541,280516,282410
38556,TN,61555,64240,64842,67016,71037,79218,86018,89667,90711,86062,85092,84581,83806,81586,86428,90710,97299,102834,112245,122338,144404,180019,190672,205811,223384,224091
38558,TN,144762,148628,150374,154310,161410,175106,202915,211378,198083,196097,192689,180570,166797,167114,171817,181463,188272,193296,208565,224757,250234,331496,361986,382668,390886,382794
38559,TN,63817,70694,73998,73856,79153,84231,85962,91120,94352,90334,89500,89236,92320,95611,103253,109955,114799,117898,127658,142234,157147,189588,202789,216525,223174,226757
38560,TN,63529,64640,69957,72720,77015,83805,85160,92572,94909,89943,88735,89936,99123,97726,101441,120624,131800,148208,160871,177740,201473,241780,257755,259778,276567,283006
38562,TN,49955,52381,53184,56465,60782,67220,73126,76957,76138,73497,74962,74531,73868,81667,83832,90573,96228,104952,112871,125812,141400,168541,181790,192188,203377,204042
38563,TN,88706,93749,96312,99151,102437,110375,109659,117494,120367,113878,111859,109108,116328,120071,128530,137612,152741,167826,182058,201504,219697,266960,281473,287535,291378,294536
38564,TN,47057,50182,52385,59048,65603,74596,84234,89078,89521,87740,87162,88236,87788,95059,99049,107384,118716,130521,133647,144863,164661,202494,221971,233281,244851,242521
38565,TN,79499,81494,85101,88054,91689,100300,106998,111252,111734,107643,105441,104917,102262,101908,108522,112567,121360,128650,142125,152431,171238,214510,236972,258963,282224,290718
38567,TN,89969,89960,90807,97018,98689,104980,105639,113848,115244,108045,106098,105743,110949,118077,125373,138006,155097,174151,186319,208554,224465,271489,287170,293630,307861,303386
38568,TN,56266,56664,56262,62343,69656,81735,86684,90108,87001,89267,88370,89035,88574,91690,94555,99741,111001,120668,131957,146931,165087,196872,210936,220624,232679,246564
