Zip_Code,State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
29001,SC,84731,86428,93918,96820,102351,107972,119548,123398,123936,113600,109222,105822,101803,109763,111480,119325,124361,132362,130106,143602,169032,195321,186208,176620,180796,170065
29003,SC,,,,,,,,,,,,,,,,,108583,104248,109028,112257,132815,143143,144969,147467,162047,150260
29006,SC,68497,74763,72780,76424,78499,82834,89489,87827,87621,89375,87581,83095,86254,91350,91910,96090,103550,105621,110730,120978,141261,159967,167643,166379,177185,171098
29009,SC,,,,,,,,,,,,,,,,,105827,110541,118406,126136,137329,166510,162861,158216,158385,159917
29010,SC,,,,,,,,,,,,,,,110212,102782,111893,117021,121996,123855,138990,165884,161037,150477,149938,133159
29014,SC,67296,75430,78692,84316,86231,97838,105637,107391,116391,107186,112051,98500,104864,111177,111815,133328,139039,144155,152856,158118,180874,218781,225794,236001,247383,240429
29015,SC,,,,,,,,,,,,,,,,,,,,,,,204401,154004,158615,149611
29016,SC,,,190201,195416,205477,216291,228687,234539,236278,225151,223514,213635,208201,211976,214196,220115,228719,232012,233125,242351,259193,304720,335923,340796,345474,346891
29018,SC,,,,,66156,73230,83537,87159,85950,80046,77325,74271,73585,71169,70119,72433,78303,82805,86885,93996,107864,128665,129455,131884,130695,125460
29020,SC,105085,110969,114292,117824,124711,,141832,144525,146764,135172,128674,122745,123698,124044,126036,133533,140778,145288,150956,163090,179206,205930,220935,229639,233095,234763
29030,SC,,,,,,,,,,,,,,119129,122764,132462,141237,140722,151961,160462,176651,197574,206026,219411,217031,211103
29031,SC,,,,50455,58698,57482,63645,63116,66267,61288,61057,60173,68443,62522,64319,75088,79395,83318,82287,92854,121846,144694,145103,126028,125314,108295
29032,SC,118610,135519,139519,145659,152610,158543,125302,128377,124315,115358,109987,106177,105280,109538,118222,125542,131716,134658,138731,146559,163606,172292,179856,165121,164484,164231
29033,SC,72149,73877,75806,80733,82677,87455,91741,93491,95139,105895,102200,95094,91121,91912,95613,101092,104606,111906,120437,126997,140656,154806,182954,192990,201430,203048
29036,SC,174901,180737,191699,176379,203949,223978,233860,237952,232952,223749,222277,213475,217985,225827,230416,239696,250467,260486,262703,273833,298368,351955,401706,416259,427994,432123
29037,SC,,,,,,,,,,144463,146734,150912,152143,146955,148022,159590,174009,169411,170365,190164,217127,246617,244374,244248,256766,251592
29038,SC,,,,,99302,101267,111159,116597,113574,106738,106386,101742,97273,98268,99173,105227,112046,113342,120851,125190,142981,165785,156809,152357,157202,157476
29039,SC,,,,,78162,80856,84468,87350,85382,82845,80958,77937,75651,75509,75694,76482,78631,84898,90510,96427,112289,136232,134918,131369,127252,120383
29040,SC,,,,,,,,,128216,121131,117701,114572,112492,116565,116361,118987,122289,126945,133683,144123,153960,173029,188965,199982,211726,214595
29042,SC,,,,,,,,,,,,,,,,,,,,,96543,103807,99173,102197,119956,110739
29044,SC,,,48453,49143,55074,58765,59683,59482,56126,54306,52727,49270,46617,47770,48292,50399,57489,60088,63061,66528,76221,83792,98243,101890,108460,99089
29045,SC,142404,148241,152099,156180,164160,169653,176533,180333,182261,173190,172644,163661,161420,163577,166814,171513,178374,184049,192080,202241,217111,253321,283115,286814,290704,294433
29047,SC,,,,,95443,100942,108911,110679,110664,105296,101170,95878,93344,94568,96012,103838,110528,108939,117646,130927,144198,167029,170232,173643,178393,166328
29048,SC,,,,,,97795,108381,110367,110201,104550,102586,98247,97580,97981,97694,101663,109328,111760,120132,128001,146419,174766,173537,191377,188542,194188
29051,SC,,,,,,,,,,,,,,,,,,134894,140930,149709,176293,185243,181316,177188,189863,187309
29052,SC,,,,,,59516,59997,54568,53383,41251,42492,44362,42510,39555,41811,44949,51966,54623,60126,65951,74611,81170,92646,92428,100111,93064
29053,SC,54770,67268,70426,70144,78468,79782,83999,87455,90751,91791,91622,86671,88851,93520,95085,97568,100580,105146,110563,111058,131781,139028,151501,148190,155721,146645
29054,SC,73973,86845,90861,112857,101344,125650,133204,139415,147627,159410,158505,154259,155610,160126,167461,176467,188480,195127,202466,218919,248790,276678,314029,322659,339636,345352
29055,SC,56011,59197,64178,66918,70282,80191,85110,87906,76255,69993,65929,62985,61672,61526,66875,74788,79249,83599,82008,80918,91565,115844,126959,132297,138061,139023
29056,SC,,,,,,,,,,64254,64789,63659,56767,63792,64990,69060,66363,62491,61707,65510,76623,85776,92703,97116,103609,101819
29058,SC,79725,81950,84078,86582,94676,94910,97866,112544,105872,102272,100304,98405,101871,111086,111001,121746,129656,136999,140119,148983,176664,197617,200950,202257,207311,197867
29059,SC,,,,,79416,86557,96458,99629,99779,95241,92416,90184,90664,92715,90002,93518,102332,111399,118204,125711,152901,182249,174876,174527,181914,184085
29061,SC,,,97554,100965,107480,109643,115683,117118,115062,112164,105090,99693,93139,95461,90104,91107,100340,106384,111504,118500,129168,144794,173144,180225,186433,187740
29063,SC,134292,136631,140218,143493,148139,155372,162519,165586,163812,159715,155321,145845,142362,145177,145224,150569,157320,163147,168486,176987,190554,222235,254079,264711,269561,272724
29065,SC,,,,,,,,,,,,,,,,,,,,,,,193596,167451,173240,167117
29067,SC,73147,75762,77225,79799,82012,72556,88467,111119,110211,99503,97485,93039,95067,90762,96407,105270,113716,119746,124872,138389,159553,172227,178068,177811,179959,176462
29069,SC,,,,,,,,,,,,90001,88684,90326,94919,91635,91732,89839,100671,104179,114096,132889,142670,139260,135903,132807
29070,SC,77149,91821,80966,102568,95640,108469,116491,115081,115231,118363,118634,113578,115540,120209,123758,130384,139078,144908,152463,162246,187332,205934,225880,234234,253602,252274
29072,SC,170925,170130,174605,172028,184006,194520,205607,210269,,199774,200035,192446,190362,194970,200815,206154,213407,221132,227771,238110,255129,299893,343337,348349,356811,360115
29073,SC,102361,106104,106576,114328,118605,123337,130203,133763,,128296,129707,124587,125513,127073,131160,136046,142244,147679,155700,165567,179457,205452,242454,249567,254328,253107
29074,SC,,,,,,,,,,,,,,,,,236265,234341,235480,255558,279755,331248,365369,398858,423984,431050
29075,SC,,,113449,116561,119420,133473,146830,153805,156276,146470,155646,151227,147978,151127,162550,173437,182893,188306,191561,209226,249316,279325,297084,303976,318835,325010
29078,SC,121290,126483,130403,133736,141056,145706,145316,153369,155671,143771,136141,129317,129953,129664,132884,142194,149135,156121,163173,174930,188029,216594,231993,245302,248570,255233
29080,SC,,,,,,,,,152603,141756,131639,125728,118449,124318,127437,131463,140782,142165,141429,147537,163563,176302,169189,150433,154400,139851
29081,SC,,,,,,,,,,,,,,,,,,,,,130392,146785,146329,153868,167521,153289
29082,SC,,,,,,,,,,,,,,,,,,,,,,166515,166925,169523,197410,200500
29101,SC,,,,,,,,,,,,,,,,,,,121876,127204,138069,170424,175550,175382,169232,155483
29102,SC,90139,93923,97913,102358,109038,118481,128971,132974,132424,125303,120574,115752,117788,120789,119942,125928,127342,137779,144797,155355,172257,201305,199092,194179,193930,184879
29104,SC,,,,,,,,,,,,,,,,,,109617,117730,126026,135544,143796,140481,127204,124384,112763
29105,SC,,,,,,,,,,,86686,77589,75453,78676,80195,84431,88489,89068,91855,102627,128124,145857,142474,135041,134203,125011
29107,SC,,,,,64221,65910,72706,76183,77910,76456,75705,72530,72803,74642,72645,77637,83377,89341,92638,99393,115841,133851,123779,129057,124933,118448
29108,SC,,,,,,,,,,125401,121925,118782,117620,113923,115702,120329,124172,124330,123834,138608,159806,178221,182749,168912,169554,161102
29112,SC,,,,,68733,72621,78159,79821,78073,73821,71897,69167,66316,68238,67145,68580,78080,82824,89003,93627,106367,127724,118801,122012,121005,114376
29114,SC,,,,,,,63029,86162,80315,76718,70616,69962,70540,69830,70406,72344,77919,75142,81835,89943,102928,110647,121045,112735,117401,118172
29115,SC,,,,,80777,84884,91244,93080,91039,87382,85140,82018,81146,78671,76309,78242,82820,85732,87809,93269,107881,127303,118248,122345,127059,121069
29118,SC,,,,,132728,138552,148898,151729,147947,141440,137691,133366,133017,133465,134127,137048,140180,144855,148497,157142,171396,200766,209312,216397,226888,228360
29123,SC,25484,37440,38650,39709,52902,58178,65803,67494,69532,76108,77354,74632,81682,84728,87463,96673,99733,102771,108307,110461,136128,143101,160356,146195,152630,144602
29125,SC,,,,,,,,,,,,,,,,,,122974,131896,139178,159167,151430,151190,132618,137946,127864
29126,SC,,,,,,,,,,143461,142828,141875,149911,143781,154836,168638,174840,174491,168297,193734,231892,261432,257182,267926,274186,271497
29127,SC,,,,,,,,,,168854,166624,167328,165772,163108,171002,185264,194956,197902,202207,221379,261050,310331,326658,329687,342655,337942
29128,SC,125949,127460,130385,135714,136986,132518,146184,140778,145401,134958,128733,125528,122895,141164,145823,154625,150576,161177,166051,179572,180216,154004,153097,142707,148582,143470
29129,SC,81383,88674,74129,82609,91327,103946,106389,93792,93078,90485,85484,78894,80476,84738,84466,87667,88830,90908,94614,111924,133973,149208,148824,149357,155323,144588
29130,SC,94528,98204,103745,108941,116271,119759,139851,176053,181568,164322,159046,157874,153889,157699,159262,165677,176592,182521,185697,201736,227220,260623,274502,284018,294102,296692
29135,SC,69953,76508,79426,81528,81548,96276,102475,105378,104846,98855,102708,98872,94044,95644,99581,106712,117671,117461,124397,131826,144865,161662,166787,172874,171295,159251
29137,SC,101040,96111,91568,88278,80731,91504,107357,103950,89085,97277,66337,68941,66917,76889,80907,86804,85207,90851,97370,98279,119360,115804,109760,104105,102974,97647
29138,SC,,,,,,,,,,,85774,83890,86581,90165,92126,97482,97782,102342,101315,113233,128636,150610,149416,158189,171246,161289
29142,SC,,,,,125078,131910,141539,145366,145476,136969,134621,129634,125058,124744,125772,128685,132724,134920,140375,150151,171683,204543,215542,229266,235281,234787
29146,SC,,,,,79984,83868,92516,92760,73206,67463,60710,59134,61870,63311,59983,64615,68212,76038,79242,80931,100401,111571,106422,105104,99895,92513
29148,SC,80001,84895,88280,95298,103149,115345,127839,134197,131871,120429,116163,107960,108876,116881,113781,119053,122009,128944,138745,149485,169127,195214,203943,204974,202878,192617
29150,SC,,,,,,,,,145097,134780,129499,125305,122574,123225,121062,122908,123440,123145,131213,145255,156103,170625,183659,186079,189314,183161
29153,SC,,,,,,,,,164347,151468,145138,140327,135054,145282,141431,145557,149899,147596,161827,184041,192150,194259,203315,205242,209783,205346
29154,SC,,,,,,,,,150201,140985,136793,132703,132585,135449,134071,136746,139979,144511,151030,163918,175093,197316,213521,223853,232537,233551
29160,SC,61537,61866,59191,60341,50680,61173,64394,77125,81803,86061,88135,76525,82958,86043,89194,95494,99577,103443,112429,117135,137484,149078,165716,160755,170083,161661
29161,SC,,,,,,80197,87960,90268,82536,85220,82616,82975,85072,86415,86817,91576,95140,93454,101187,105777,121097,138234,155803,155623,159596,165869
29162,SC,,,,,,,,,,,,,,,,,,,,,156473,174042,164104,159540,159462,157663
29163,SC,,,,,,,,,,,,,,78434,80656,83648,90936,92462,95415,102327,121563,143725,137824,149483,147081,152480
29164,SC,91701,85018,86790,89277,107031,122399,133266,138082,114396,122945,102017,96288,89817,98756,103028,110489,109426,107226,114493,122621,140506,149066,144108,138351,136218,134159
29168,SC,,,,,,,,,,,,,,,,,,,,,,,,175031,179280,173098
29169,SC,77726,82040,83139,90544,95332,99454,106011,109594,114117,122729,118689,114264,112914,113672,116449,119919,125430,131583,136750,143001,156770,174655,208889,218999,224175,222555
29170,SC,93789,96379,97876,101416,105431,110796,115816,118566,122833,129527,129307,123572,120740,122832,125055,128613,133352,139138,146994,156024,168645,190461,226310,235610,240437,241266
29172,SC,64440,66014,70577,73443,77755,80400,85401,86682,90658,97992,99994,93655,94520,94516,95826,101993,108262,114444,122683,131866,144481,157553,188919,194856,206337,205578
29175,SC,,,,,,,,,,,,,,,,,,,,,,,,172681,178289,175636
29178,SC,,,,,,,,,,70918,70083,65650,68067,68238,63360,66164,67112,63651,64764,72945,87828,95087,91260,75947,75637,71378
29180,SC,,,,115045,130691,137418,144651,150641,156149,138426,137724,130436,124142,123482,128753,120879,130520,133866,126167,142422,159736,170103,177877,154596,158290,154285
29201,SC,,,99999,108821,116083,124555,129989,136012,136150,131375,129309,122979,119186,118547,120770,123755,129890,134399,140681,149054,165973,191114,212341,220298,229815,235423
29203,SC,,,75071,80557,83696,87008,91587,89120,85001,80995,76954,64975,56992,57027,52448,54044,61535,64519,72277,79051,90580,102547,123578,123429,133512,125764
29204,SC,,,94999,99704,105034,111579,116613,118046,118246,113307,109264,101364,97608,94258,91975,94005,101017,104622,112008,118895,129746,145010,167768,175331,184039,185246
29205,SC,,,141923,150224,161527,173196,183607,190018,190969,183487,178038,169460,167905,168225,172566,180553,187661,192693,202456,210767,228184,253025,275193,289229,306219,322125
29206,SC,,,181022,190342,202401,214720,223955,231481,232388,222589,217849,207420,202931,203989,207015,214613,226244,231762,244556,255853,277242,311022,335580,356630,377040,399542
29209,SC,,,110493,113917,118389,125358,132695,135392,132474,129094,126074,119568,115663,115878,113457,117399,125068,129075,135463,142155,153449,176479,204973,214461,220621,224037
29210,SC,93593,95467,99962,104919,108685,114619,119925,121115,119309,116827,112093,105807,101044,99661,99697,103007,108877,114614,122248,128902,140503,159323,185716,194408,203225,204511
29212,SC,134715,138243,138524,145127,151312,157462,165011,169363,163187,161179,157486,149693,146983,147958,149826,154548,160185,166706,172570,181728,196765,227762,265473,273711,281936,284080
29223,SC,,,113569,116260,120998,126195,131541,134789,131133,126767,122241,115814,110198,110680,108592,113516,121030,126212,132079,140235,151867,175351,204619,213695,218821,219633
29229,SC,,,143313,147676,152496,159163,166247,168488,166782,160748,155925,147598,143329,144245,142237,145507,152216,157652,164271,173277,187193,222425,254404,261940,265913,266208
29301,SC,,,,104013,103279,107152,110668,112219,110618,106738,105734,99741,102318,102086,104826,108924,115167,125953,136034,147253,164435,187783,216895,224655,229656,233891
29302,SC,,,,112973,114874,117310,122078,126442,127272,123755,121872,115926,119670,119559,122943,129004,134792,144078,153382,166806,185797,212630,242956,253854,262223,266911
29303,SC,,,,74721,74814,75626,76904,78030,77520,75398,73388,70064,74886,74517,76664,81863,88769,97626,106037,118826,137173,153276,183279,190629,198925,201939
29306,SC,,,,89981,82247,87298,91061,87898,84319,77272,77510,69779,67625,67816,68767,73988,78643,88611,98101,111942,133208,148615,174572,182416,191419,191607
29307,SC,,,,107674,110750,113035,116392,119715,120242,120419,121440,114495,119202,118726,122485,126734,133286,143251,152710,164698,183410,207017,238249,248432,256692,261444
29316,SC,,,,128033,129158,132309,138018,138953,138966,137229,136284,130414,136665,137448,140052,144516,151485,161773,171693,180502,197125,233865,265336,270257,273692,279970
29320,SC,,,,42673,40828,35872,31210,36801,36402,44854,42534,34937,36592,34159,38780,44732,52605,53090,59691,71972,80122,82464,97646,108275,112872,120376
29322,SC,,,,128534,130287,133357,146501,148627,147459,148345,149433,143519,152787,152229,159075,168553,178367,189738,202214,214131,241201,280554,316994,334777,353980,367154
29323,SC,,,96015,102488,100663,105879,109311,113157,113338,112482,114170,107390,113788,117098,122514,129447,139193,144988,155013,164414,184488,210683,242751,253811,268233,280907
29325,SC,107754,110179,111530,112765,118931,126473,128205,131108,131073,122041,119548,105756,108031,126686,129945,141826,149657,150911,162351,166915,183838,191693,204421,182548,178052,159715
29330,SC,78692,76291,75787,80694,85224,85284,90778,90841,90947,87174,86678,83218,89472,92992,98999,105912,112554,116715,127383,137068,152170,169756,192618,196248,202787,201637
29332,SC,,,,,,,,,,128615,129009,124354,138251,148900,149596,161465,174938,181614,209191,215210,245687,250897,301092,244665,242106,221189
29333,SC,,,,52861,54855,52379,47664,54921,55497,50446,48978,43363,46189,42815,48669,48489,54644,64041,70683,87888,98685,99752,121082,130834,142547,145023
29334,SC,,,,135102,136941,141322,147705,150582,151733,145671,145844,137038,144376,146414,152243,158875,169321,179900,191581,201561,220109,258851,292646,298271,303218,307584
29335,SC,,,,79309,83739,88980,88466,84278,78719,82027,76342,74754,86388,87593,91460,99287,104768,115907,123805,129583,154348,163045,180887,182313,195375,190740
29340,SC,,,,,,,,,,76167,72555,69320,74353,91435,97047,99645,107499,107376,116302,128310,140622,159373,159362,153111,159888,150379
29341,SC,,,,,,,,,,108442,102482,99180,109797,127858,135819,144664,150176,148367,152469,168795,183748,207075,221961,215164,219179,217797
29349,SC,,,,124485,125738,129711,136470,139548,140049,137958,136958,130767,137922,137344,143042,149786,157415,166928,177196,186828,207559,243306,278792,285550,293357,299872
29351,SC,,,,,,,,,,,,,,,,,,,,,,,,88043,107601,101294
29353,SC,,,,,,,,,,,,83479,87937,85745,86684,92692,102614,96692,92837,109331,129215,140315,144515,134381,138283,128165
29355,SC,,,,,,,,,,,,,,,,,144690,144360,143909,160992,189338,209987,212766,198052,195104,182694
29356,SC,,,137008,144280,144338,150775,166291,166993,164343,165519,164670,154961,155303,157477,165739,176586,182891,190775,199508,213728,239614,272792,307389,310391,319554,319517
29360,SC,93219,96227,99331,101762,107119,114714,116962,117703,115152,107042,106504,96081,99803,113798,116808,124901,135477,134544,140312,153797,173934,185315,208894,196313,194868,175133
29365,SC,,,,121258,123468,127562,135826,139170,139742,136950,136162,127125,132901,135542,140983,148770,157500,167896,179835,191589,211013,251749,283181,291375,297891,303885
29369,SC,,,,138460,140519,144308,149375,151600,151592,146951,146018,139645,145296,147385,150383,155453,163093,172182,182186,190177,208917,245979,278230,283801,288302,291476
29370,SC,,,,,,,,,,,,,,,,,,,,,,,,213278,209373,179523
29372,SC,,,,70538,74028,67706,77957,76234,77259,74495,67143,62290,65026,68219,68975,72763,75717,81782,91043,95785,118520,131814,149000,154310,158213,156551
29374,SC,,,,102554,106254,113779,120787,122579,125247,124608,129131,124925,133626,135768,142768,150164,160602,165816,175888,180380,208692,231284,267746,284980,306537,316305
29376,SC,,,,128456,130251,133005,139642,138677,137303,133815,133837,128031,134846,136145,139745,145908,151741,159881,170748,177688,199038,233729,265887,274939,282700,284999
29377,SC,,,,46824,43824,46618,52588,43979,35363,43044,41557,35462,37758,37209,43851,46395,48487,58240,60982,73159,89132,91536,105459,119465,141596,135017
29379,SC,,,,,,,,,,,,84926,89629,83525,78879,83397,87960,88916,88519,99260,119079,132987,139364,129243,137574,130305
29384,SC,,,,,,,,,,113905,107466,98098,111660,115299,122365,137745,143355,148240,163762,161861,191669,205426,233121,210011,208019,184094
29385,SC,,,,115921,112769,116033,118616,120316,118802,118477,116696,106642,110376,107176,113919,122757,131407,138959,150403,161936,182769,210715,240352,254233,264186,269018
29388,SC,,,,105357,111067,113597,117348,118154,122283,116434,119410,110371,118055,119284,125653,135287,144960,154537,165405,174660,200666,227074,265724,279193,289820,290111
29401,SC,519720,569848,595389,623329,726342,857138,984249,979491,947759,818572,749843,713897,752150,820408,865070,949347,992946,1077433,1140340,1084150,1125782,1349169,1586869,1696328,1836099,1965880
29403,SC,144772,170711,182221,197388,230753,284960,316893,298856,284384,252215,242492,227771,258252,288129,328348,399821,432232,478716,511591,508208,542649,621970,722534,782852,844267,862519
29405,SC,80164,86186,89870,93558,106884,126088,139946,141917,133439,118394,103813,89920,76267,80226,87171,107776,121508,134497,149359,163581,187582,223419,258143,284889,310595,299390
29406,SC,80155,84515,89139,95044,105683,116824,125726,127134,121052,111889,104279,93634,97837,107673,119673,137320,148839,158649,172443,181335,200970,240313,278684,298382,309022,299030
29407,SC,137349,146712,152479,160170,179845,208744,232299,230008,215124,196804,188372,171730,192327,208662,223978,258562,278406,300617,313079,322275,345152,399587,470205,511895,543309,542861
29410,SC,124969,137127,144731,151061,164006,180909,199291,200312,185743,174379,176917,154808,170119,179256,190413,204065,213830,226439,240119,254327,277016,327549,364595,390019,405084,408909
29412,SC,152642,162609,169795,179500,201950,239504,267496,260479,243556,218054,206627,194029,216515,236341,252054,283005,305877,326994,340876,345441,374324,444538,527353,581339,612630,608558
29414,SC,150979,158561,163551,171602,190487,215656,237739,235838,220753,201001,195264,178820,196046,211511,225605,246972,262416,277671,286843,293062,314535,376369,432001,460402,478936,476825
29418,SC,104954,113514,116198,123082,136211,150911,164777,166847,155867,139768,133225,115603,112161,121390,129456,144591,155946,167901,178750,187691,205971,243298,279908,299658,307054,300325
29420,SC,124238,134128,138848,145830,158379,174347,189704,192471,177212,159457,153894,141899,151041,158905,167048,178137,189948,205060,215507,223388,243223,285097,323021,332850,339107,334623
29426,SC,,102245,93392,108596,98806,143104,133209,148046,138196,103616,94966,111647,109396,112297,126457,143062,158270,169090,184912,183127,220076,234629,265157,273194,286728,275542
29429,SC,190985,207798,208306,238330,257036,311801,371459,334979,327693,279225,267360,243913,276423,310268,338356,376131,403773,421970,435453,435184,470057,568571,648586,693666,731363,735385
29431,SC,,,85081,87634,86492,100395,119738,124217,123607,121900,124810,116543,132228,140263,153167,168651,179676,187563,197386,210072,230923,264606,291297,307854,313464,309872
29432,SC,,,,,,,,,,,,,,79505,78076,86415,90883,91459,98288,102576,119016,135538,129084,139940,149723,141840
29434,SC,,,,,,,,,,,,,,,,,,,,,,,,257907,255922,248613
29435,SC,,,,,,85105,95770,98597,97602,89907,91604,90284,97090,97908,105220,118841,128774,131258,142487,150018,175246,192630,208275,214544,230361,226664
29436,SC,,,,87185,91426,122173,147024,164749,169377,155641,161441,135378,118192,125119,133575,153398,160072,167178,175853,187241,202140,239647,240783,233491,224329,209791
29437,SC,,,,,,,,,,,,,96231,97281,103675,116313,127367,140382,148830,164335,182758,184022,203485,219492,243027,239940
29438,SC,204704,259542,270176,273902,291980,333540,364254,388141,387803,348506,332415,323196,340280,335806,346350,373598,375325,393046,409194,421508,468900,582643,691006,730414,821318,824546
29439,SC,313064,352784,366514,379728,453709,579243,668002,664960,614729,492264,452431,422781,458202,495603,506667,517342,547323,591431,635366,645602,728875,1017352,1261203,1291491,1277458,1221085
29440,SC,,,,,,,,,,,,,113612,113669,120461,129980,140738,150349,156559,164613,180558,206696,224710,233846,244050,236841
29445,SC,105897,114280,121028,126030,135518,147884,162308,164955,155231,144118,140271,124316,134219,143429,151196,162680,170812,181696,192011,206712,225951,268555,299332,313551,320040,317633
29446,SC,,,,,,,,,,,,,,,,,,,,,,203814,201312,203560,227650,212519
29448,SC,,,,80339,85342,97497,98577,116344,95517,81316,86401,75406,77635,83387,90250,101402,114671,124877,133430,149818,167633,169125,188879,198254,223034,214045
29449,SC,159888,176045,178821,203942,226000,268130,288951,283509,275854,217749,211812,200076,211104,220024,233745,257720,267149,287632,302131,312139,344485,405619,467217,493560,516522,515704
29450,SC,106268,114731,111161,127258,132938,159290,181495,192608,184704,175903,177090,160939,191517,207057,218412,244749,256797,282353,299617,320331,354891,414327,444023,465597,486342,487726
29451,SC,491135,529061,545759,584963,659668,836489,954753,981257,927156,701475,632104,597318,624617,676042,712477,752540,763521,823859,887456,877942,976469,1383117,1681050,1770595,1849736,1891309
29453,SC,,,,,,,,,,,,,,,,,,,164505,188242,211606,239121,251523,255081,255198,243865
29455,SC,242161,253920,261552,283486,319061,371507,425637,431525,412798,348415,330352,304329,328888,350065,360236,381002,385620,402936,414324,414722,452250,569628,674270,714976,742352,744792
29456,SC,101628,110511,115433,120744,134636,146480,161844,164801,154155,135967,132364,119902,131265,143278,152768,164378,174132,186631,200112,211913,229841,274157,306333,317017,321133,316726
29458,SC,153186,169435,172154,201455,196922,227332,226081,198740,199818,174280,167094,146300,151287,163027,177144,202622,203979,227603,240718,243076,286189,327572,382506,416150,433343,424482
29461,SC,110780,120812,132727,140738,154722,167663,186048,187775,174375,162961,166914,146346,163244,173010,182196,193302,201720,216496,226777,239647,257885,309729,345859,350687,359247,361251
29464,SC,217866,229232,235667,250158,290765,354880,395860,377752,354025,320383,308150,296372,328758,370551,400481,444701,470009,493931,511392,516299,554075,685215,817794,901839,969478,981852
29466,SC,245595,255219,258783,275940,317975,389799,424672,404914,375941,344557,335412,322446,358824,393049,415869,448508,466193,479183,485200,483193,518086,638760,747094,820997,860709,863116
29468,SC,,,,,,,,,,,,,,,136235,159283,163716,171817,184050,211097,232045,257635,252101,242541,222834,217889
29469,SC,,,,,,,,,,,,,,,215638,235279,244091,265295,281686,291670,312554,373401,412318,430221,454626,500537
29470,SC,137905,151834,161167,161534,169493,213372,231188,226605,217910,173814,171903,160605,169946,184147,201372,229205,246553,263873,269702,283217,314529,372936,429546,462539,484354,484370
29471,SC,,,,,,,,,,,,,,,,,105384,112269,119059,135030,155553,159060,169274,175970,188436,179273
29472,SC,,,,109803,108004,125749,146237,144125,142213,124613,120842,109703,134386,138357,144531,159531,168537,184523,191042,209666,232755,247690,277334,295716,314174,307145
29474,SC,,,,,,96667,104154,107469,105232,95803,95441,88259,89489,95576,94918,105264,118150,120078,134320,143411,173569,190375,203665,214716,234856,226325
29475,SC,,,,,,77028,85039,89828,86734,75470,74027,76626,78556,79841,79948,88194,105379,107199,120181,119037,146096,160932,165614,177701,195683,191696
29477,SC,,,,110051,102990,130485,137468,137552,120255,98755,98961,88690,80088,83158,88138,102870,110812,118276,125970,143250,153395,155498,174604,191577,207999,197860
29479,SC,62301,81871,69947,79599,83917,83534,90614,106506,107240,92407,95173,86670,93709,98368,103744,116967,128112,136195,144875,159301,177819,199737,203808,202592,203518,198234
29481,SC,,,,,,60684,68625,73378,71254,67084,65290,66893,61132,63255,64902,78128,86954,87340,96007,96360,126837,134453,127958,136230,154945,131896
29482,SC,770700,857705,916575,982990,1108736,1361741,1535722,1545446,1480335,1208958,1163034,1060652,1154651,1285027,1337840,1424641,1489419,1629898,1821453,1809882,2088038,2940914,3552677,3672452,4079584,4250112
29483,SC,145023,156374,164219,173080,184634,202589,222862,224608,205969,180212,177654,160995,164084,177452,186041,199416,210845,225695,237713,248251,268017,311499,351461,359207,360863,358200
29485,SC,,,174677,183302,194478,211152,229925,229433,206507,182044,180155,166113,169345,180791,190194,202155,212900,227426,239276,248459,267863,314540,355158,366551,368885,367554
29486,SC,140024,151812,161684,168549,186089,203847,223976,224463,214304,192967,193881,171963,188520,200070,209113,225121,236811,251818,261422,272447,291698,353224,395880,402844,407108,401693
29487,SC,157715,170039,168099,201497,214866,254507,297339,322522,330577,266782,248635,227659,250457,268160,287792,318798,331272,342683,363501,368329,422817,488898,582393,626770,681837,680851
29488,SC,,,,,,88205,95370,99751,98949,90298,87258,90031,92598,90682,90288,97873,110107,113975,123885,132537,153067,170589,186283,193762,212911,207215
29492,SC,228749,258480,272396,286303,325606,407793,467046,455664,414515,376534,363466,328965,359802,393609,420405,453157,473582,493997,506837,512558,551440,693417,830571,895747,971059,1014970
29501,SC,,,,,,140874,149639,150643,147087,148263,142181,140744,143093,143465,145371,149712,153700,157111,159178,165828,175030,198153,220023,224949,230536,238988
29505,SC,,,,,,130229,138762,140536,135773,136880,131034,129474,131453,132197,133435,137518,141223,144630,147746,156163,165774,187123,212627,218191,224266,229624
29506,SC,,,,,,88430,95452,89922,89867,86731,82968,81905,84165,85133,86515,91693,93794,94668,100589,108554,121594,136412,150788,142316,146371,140601
29510,SC,,,,52064,57059,80228,88954,89921,89598,85026,77756,73028,66357,70046,75808,85607,90373,94556,98804,106520,120631,137384,143260,148562,153611,141735
29511,SC,,,85283,86141,108566,125878,145427,140447,129395,115917,107534,107725,121610,127332,131098,138854,147894,154340,164143,171438,202850,240172,274196,288551,294681,292412
29512,SC,,,,,,,,,,,,,,,97180,92773,99942,100008,117072,108058,121723,134720,143054,120390,116371,102261
29518,SC,,,,,,,,,,,,,,,,,,,106655,107184,120758,134496,143677,145466,144202,132166
29520,SC,77351,81568,82802,86169,91241,99112,105819,108319,104263,101710,97126,95945,94462,98086,104207,109777,111481,113727,119051,123119,129939,160823,171155,165537,167777,157413
29525,SC,,,,,,,,,,,,,,,,,,,,,,,195056,150940,143687,111281
